timestamp,latitude,longitude,speed,acceleration,steering_angle
2025-08-01 08:00:00,35.68954967141531,51.38913993554366,53.24821725025618,5.306596042588637,-9.539037789386954
2025-08-01 08:00:01,35.68953584498519,51.38923239891195,58.55481329284482,-0.5862082301278981,-4.301925053897509
2025-08-01 08:00:02,35.689600613839,51.38923836194895,52.075800790000386,-0.8172142946176102,-2.0680276671082214
2025-08-01 08:00:03,35.68975291682464,51.38917366827118,56.9203847036096,-5.505973729769121,9.438438286700952
2025-08-01 08:00:04,35.689729501487164,51.38924349060254,41.063853330462145,2.606276185059894,2.7827656226687907
2025-08-01 08:00:05,35.68970608779147,51.389282839141075,62.13293707372939,9.47410071158005,-6.677407845499457
2025-08-01 08:00:06,35.68986400907302,51.38937235846308,60.012054753622245,-5.151911692205648,2.430181447088185
2025-08-01 08:00:07,35.68994075254594,51.38943587564325,51.82911368931809,3.290200965350902,-7.736519944691827
2025-08-01 08:00:08,35.689893805107346,51.38954083091478,66.59245668432405,8.773293843473745,5.413455269435366
2025-08-01 08:00:09,35.6899480611117,51.38948730739362,69.37570137626558,-11.334027664006896,-2.355623259089393
2025-08-01 08:00:10,35.68990171934242,51.389619046800185,43.924401356310256,-8.501474580963862,-0.4681809436958542
2025-08-01 08:00:11,35.689855146367066,51.38963880676066,52.37275221433786,4.192087572908381,6.62898323771095
2025-08-01 08:00:12,35.68987934259422,51.38984633284792,52.30857650212702,-0.8858916127132517,-6.435817842921249
2025-08-01 08:00:13,35.689688014569754,51.38977741406611,50.600968988911355,7.993085958595234,-6.985590925564956
2025-08-01 08:00:14,35.6895155227865,51.389951010446424,68.29474841931749,3.730384811680306,-2.9179966317300243
2025-08-01 08:00:15,35.689459294033576,51.389970801524775,58.06173861227197,-5.469948416211796,5.191894255096583
2025-08-01 08:00:16,35.689358010921545,51.38990565972441,57.35485158689389,-9.05018112816975,-7.596730377384212
2025-08-01 08:00:17,35.6893894356548,51.389857271141004,39.961376355932465,4.499664357599183,-14.160777990552845
2025-08-01 08:00:18,35.689298633247255,51.38982523641019,66.35418030209226,3.823019847766407,-2.255794292044994
2025-08-01 08:00:19,35.68915740287712,51.38986765300483,47.60741605146528,-2.877426999714487,2.758703999554602
2025-08-01 08:00:20,35.689303967754014,51.38991993655363,60.599326302663286,7.583176664058318,6.0013087486941465
2025-08-01 08:00:21,35.68928139012396,51.38986256655324,62.773769379581914,6.503629827861616,-2.315806810426995
2025-08-01 08:00:22,35.689288142944434,51.38986013109401,73.60658595838652,-7.930986685386518,-2.057133035580012
2025-08-01 08:00:23,35.68914566812581,51.39007435812987,46.91179600880888,-21.900853758297387,5.769503671278736
2025-08-01 08:00:24,35.68909122985336,51.39024711244688,29.804878441791747,7.463349719364036,-9.348708498477103
